State,Year,Metric,Forecasted_Value,CI_Lower,CI_Upper,ARIMA_Params,Is_Stationary
Oklahoma,2023,% meeting 1,91.89999999998929,87.9378406653988,95.86215933457979,"(0, 2, 0)",False
Oklahoma,2024,% meeting 1,88.29999999997858,79.44034239015252,97.15965760980464,"(0, 2, 0)",False
Oklahoma,2023,% meeting 3,8.860740815548509,8.850625374211878,8.870856256885139,"(3, 1, 0)",True
Oklahoma,2024,% meeting 3,5.973186217619018,5.962994305091354,5.983378130146682,"(3, 1, 0)",True
Oklahoma,2023,% meeting 6,1.6570158341736487,-6.6354405191029,9.949472187450198,"(1, 2, 0)",False
Oklahoma,2024,% meeting 6,-12.85156356888755,-25.25827568527785,-0.44485145249724845,"(1, 2, 0)",False
Oregon,2023,% meeting 1,96.09975020288525,96.09851112501957,96.10098928075092,"(3, 0, 1)",False
Oregon,2024,% meeting 1,96.39995137153755,96.39844863193375,96.40145411114136,"(3, 0, 1)",False
Oregon,2023,% meeting 3,63.49666463837381,63.46373644423626,63.529592832511355,"(3, 1, 0)",False
Oregon,2024,% meeting 3,66.17048114442923,66.11942252066908,66.22153976818939,"(3, 1, 0)",False
Oregon,2023,% meeting 6,57.52877825720429,57.514870713140134,57.54268580126844,"(3, 0, 2)",False
Oregon,2024,% meeting 6,46.831411336407214,46.80473085630512,46.85809181650931,"(3, 0, 2)",False
Palau,2023,% meeting 1,104.36410296779725,104.35060566730763,104.37760026828687,"(3, 0, 3)",False
Palau,2024,% meeting 1,81.40012785604723,81.3413931321512,81.45886257994327,"(3, 0, 3)",False
Palau,2023,% meeting 3,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
Palau,2024,% meeting 3,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
Palau,2023,% meeting 6,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
Palau,2024,% meeting 6,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
Puerto Rico,2023,% meeting 1,92.20000000000006,-14.404096861008426,198.80409686100853,"(0, 2, 0)",True
Puerto Rico,2024,% meeting 1,90.50000000000011,-147.87400726118236,328.87400726118256,"(0, 2, 0)",True
Puerto Rico,2023,% meeting 3,47.03497301533917,46.96915152331248,47.100794507365855,"(2, 2, 0)",False
Puerto Rico,2024,% meeting 3,40.405009662791805,40.22751366480101,40.5825056607826,"(2, 2, 0)",False
Puerto Rico,2023,% meeting 6,-11.13699880087499,-11.206813655044858,-11.067183946705121,"(2, 2, 0)",False
Puerto Rico,2024,% meeting 6,-18.872833456379166,-18.992796869064467,-18.752870043693864,"(2, 2, 0)",False
Montana,2023,% meeting 1,90.01455730311359,89.98496206890589,90.0441525373213,"(2, 2, 0)",False
Montana,2024,% meeting 1,89.69913131885316,89.65874342360803,89.7395192140983,"(2, 2, 0)",False
Montana,2023,% meeting 3,20.970962631832077,20.885971661096587,21.055953602567566,"(2, 2, 0)",False
Montana,2024,% meeting 3,21.02932312138574,20.86767061514213,21.19097562762935,"(2, 2, 0)",False
Montana,2023,% meeting 6,86.87733384967264,86.79709412083848,86.9575735785068,"(2, 2, 0)",False
Montana,2024,% meeting 6,67.10874749946616,67.00443962245379,67.21305537647854,"(2, 2, 0)",False
Rhode Island,2023,% meeting 1,97.14945863585905,97.10946052162446,97.18945675009364,"(3, 0, 0)",False
Rhode Island,2024,% meeting 1,96.11120784015772,96.07096405325481,96.15145162706062,"(3, 0, 0)",False
Rhode Island,2023,% meeting 3,39.11964795139506,39.072773647284265,39.16652225550585,"(3, 0, 2)",False
Rhode Island,2024,% meeting 3,41.73026058211114,41.64341969591569,41.817101468306596,"(3, 0, 2)",False
Rhode Island,2023,% meeting 6,-25.000000000003055,-61.429176892459544,11.429176892453434,"(0, 2, 0)",False
Rhode Island,2024,% meeting 6,-62.50000000000611,-143.95811589589906,18.958115895886834,"(0, 2, 0)",False
South Carolina,2023,% meeting 1,95.5706397883304,95.56932343554945,95.57195614111134,"(3, 0, 3)",False
South Carolina,2024,% meeting 1,95.88729315439974,95.88575552906165,95.88883077973783,"(3, 0, 3)",False
South Carolina,2023,% meeting 3,0.0,,,"(3, 2, 1)",False
South Carolina,2024,% meeting 3,0.0,,,"(3, 2, 1)",False
South Carolina,2023,% meeting 6,0.0,,,"(3, 1, 0)",False
South Carolina,2024,% meeting 6,0.0,,,"(3, 1, 0)",False
South Dakota,2023,% meeting 1,94.57264272732687,94.5635666286439,94.58171882600983,"(3, 0, 3)",False
South Dakota,2024,% meeting 1,94.45920411344922,94.44301024203547,94.47539798486297,"(3, 0, 3)",False
South Dakota,2023,% meeting 3,1.1214348291067102,1.0591894073187849,1.1836802508946356,"(2, 2, 0)",False
South Dakota,2024,% meeting 3,3.8481672258897213,3.781591353360071,3.9147430984193714,"(2, 2, 0)",False
South Dakota,2023,% meeting 6,0.0,,,"(3, 1, 1)",False
South Dakota,2024,% meeting 6,0.0,,,"(3, 1, 1)",False
Tennessee,2023,% meeting 1,96.5994572065595,96.59809234307406,96.60082207004496,"(3, 0, 3)",False
Tennessee,2024,% meeting 1,96.88294847967843,96.88129690023621,96.88460005912066,"(3, 0, 3)",False
Tennessee,2023,% meeting 3,7.999999999989541,-12.054610203189522,28.054610203168604,"(0, 2, 0)",False
Tennessee,2024,% meeting 3,-8.300000000020916,-53.14347167660975,36.54347167656792,"(0, 2, 0)",False
Tennessee,2023,% meeting 6,21.513761178600923,21.450550631283896,21.57697172591795,"(2, 2, 0)",False
Tennessee,2024,% meeting 6,25.131944341070287,25.06480454770586,25.199084134434713,"(2, 2, 0)",False
Texas,2023,% meeting 1,97.20223274364334,97.19264958414402,97.21181590314265,"(3, 0, 1)",False
Texas,2024,% meeting 1,97.20348777415926,97.1913949030616,97.2155806452569,"(3, 0, 1)",False
Texas,2023,% meeting 3,17.572991392507106,17.50715945457523,17.63882333043898,"(2, 2, 0)",False
Texas,2024,% meeting 3,21.49917942876595,21.40658314992107,21.59177570761083,"(2, 2, 0)",False
Texas,2023,% meeting 6,-0.19999999997664553,-15.687832404024698,15.287832404071407,"(0, 2, 0)",True
Texas,2024,% meeting 6,-0.39999999995329283,-35.03184607956075,34.23184607965416,"(0, 2, 0)",True
Utah,2023,% meeting 1,97.59983114021401,97.59701769663829,97.60264458378973,"(3, 0, 2)",False
Utah,2024,% meeting 1,96.99963596623031,96.99292299083616,97.00634894162447,"(3, 0, 2)",False
Utah,2023,% meeting 3,83.74859826229807,83.70751730929695,83.7896792152992,"(2, 2, 1)",False
Utah,2024,% meeting 3,84.32162027718893,84.2739889951703,84.36925155920756,"(2, 2, 1)",False
Utah,2023,% meeting 6,51.68105864998305,51.587831771098635,51.774285528867466,"(3, 0, 2)",False
Utah,2024,% meeting 6,57.46463462420529,57.312615479411406,57.61665376899917,"(3, 0, 2)",False
Vermont,2023,% meeting 1,93.89034915332346,93.87488107715382,93.9058172294931,"(3, 2, 0)",False
Vermont,2024,% meeting 1,94.39907247063903,94.37433280231191,94.42381213896614,"(3, 2, 0)",False
Vermont,2023,% meeting 3,86.42445463506458,,,"(3, 0, 2)",False
Vermont,2024,% meeting 3,86.42445463506458,,,"(3, 0, 2)",False
Vermont,2023,% meeting 6,27.191470680853318,17.234929779942277,37.14801158176436,"(1, 2, 0)",False
Vermont,2024,% meeting 6,19.202397303250798,4.376767626061119,34.02802698044048,"(1, 2, 0)",False
Virginia,2023,% meeting 1,95.26406359262296,95.21534322871594,95.31278395652998,"(3, 0, 0)",False
Virginia,2024,% meeting 1,94.6709606969981,94.57900982023601,94.76291157376018,"(3, 0, 0)",False
Virginia,2023,% meeting 3,38.81108183510098,38.78899882580852,38.83316484439344,"(3, 0, 3)",True
Virginia,2024,% meeting 3,55.494574089585754,55.42019525380426,55.56895292536725,"(3, 0, 3)",True
Virginia,2023,% meeting 6,16.3000000000011,-44.97761700279164,77.57761700279383,"(0, 2, 0)",False
Virginia,2024,% meeting 6,16.400000000002194,-120.62091711744031,153.4209171174447,"(0, 2, 0)",False
Washington,2023,% meeting 1,95.59322329415663,94.62306580391743,96.56338078439583,"(1, 2, 0)",False
Washington,2024,% meeting 1,94.9912297965041,93.56176333652283,96.42069625648537,"(1, 2, 0)",False
Washington,2023,% meeting 3,24.129734267357147,24.097580602922232,24.161887931792062,"(2, 2, 0)",False
Washington,2024,% meeting 3,19.71435571506007,19.6466846688371,19.78202676128304,"(2, 2, 0)",False
Washington,2023,% meeting 6,51.1619684267319,51.06990703924916,51.25402981421465,"(2, 2, 0)",False
Washington,2024,% meeting 6,60.8293314706311,60.71045662906828,60.94820631219391,"(2, 2, 0)",False
West Virginia,2023,% meeting 1,91.89287028373263,91.88764991978901,91.89809064767626,"(3, 0, 2)",False
West Virginia,2024,% meeting 1,92.74254350350498,92.73079475954351,92.75429224746644,"(3, 0, 2)",False
West Virginia,2023,% meeting 3,43.38398007509774,43.37404488463119,43.39391526556429,"(3, 2, 0)",False
West Virginia,2024,% meeting 3,60.29601310009116,60.276454201959034,60.315571998223284,"(3, 2, 0)",False
West Virginia,2023,% meeting 6,90.88764766571798,90.81745658248293,90.95783874895302,"(2, 2, 0)",False
West Virginia,2024,% meeting 6,78.28684998807552,78.21563995670358,78.35806001944745,"(2, 2, 0)",False
Wisconsin,2023,% meeting 1,92.97506535934376,92.95472517231309,92.99540554637443,"(2, 2, 0)",False
Wisconsin,2024,% meeting 1,93.42819615369974,93.39361394013191,93.46277836726757,"(2, 2, 0)",False
Wisconsin,2023,% meeting 3,45.54810706100623,45.54076430480048,45.55544981721197,"(3, 0, 2)",True
Wisconsin,2024,% meeting 3,39.56517309967281,39.537967642008525,39.5923785573371,"(3, 0, 2)",True
Wisconsin,2023,% meeting 6,33.442546677679445,33.43773636300908,33.44735699234981,"(3, 0, 2)",False
Wisconsin,2024,% meeting 6,36.571444075893346,36.56648752175613,36.57640063003056,"(3, 0, 2)",False
Nebraska,2023,% meeting 1,94.37196047209434,94.33241073627799,94.4115102079107,"(2, 2, 0)",False
Nebraska,2024,% meeting 1,91.84940286767166,91.80981043323264,91.88899530211067,"(2, 2, 0)",False
Nebraska,2023,% meeting 3,-8.1712521958286,-8.242435503845511,-8.10006888781169,"(2, 2, 0)",False
Nebraska,2024,% meeting 3,16.75808373147627,16.59946801810773,16.91669944484481,"(2, 2, 0)",False
Nebraska,2023,% meeting 6,-53.300000000000594,-113.57731784170265,6.977317841701463,"(0, 2, 0)",False
Nebraska,2024,% meeting 6,-106.60000000000119,-241.38418019541146,28.184180195409084,"(0, 2, 0)",False
Missouri,2023,% meeting 1,95.09387170416284,94.9555627497346,95.23218065859108,"(1, 2, 0)",False
Missouri,2024,% meeting 1,94.5999248881154,94.40312415407365,94.79672562215714,"(1, 2, 0)",False
Missouri,2023,% meeting 3,42.605608531598975,42.53606179855664,42.67515526464131,"(2, 2, 0)",False
Missouri,2024,% meeting 3,31.411150694467484,31.255259654029693,31.567041734905274,"(2, 2, 0)",False
Missouri,2023,% meeting 6,52.863712716593696,52.813874348428854,52.91355108475854,"(3, 1, 0)",True
Missouri,2024,% meeting 6,46.520524038898714,46.46948804876455,46.571560029032874,"(3, 1, 0)",True
Alaska,2023,% meeting 1,89.10016197243864,89.06144859151973,89.13887535335755,"(2, 2, 0)",False
Alaska,2024,% meeting 1,89.57015140678182,89.52456741350761,89.61573540005602,"(2, 2, 0)",False
Alaska,2023,% meeting 3,12.18109831285033,-5.7063902413601095,30.068586867060766,"(1, 2, 0)",False
Alaska,2024,% meeting 3,4.571038466699131,-22.79016875705556,31.932245690453826,"(1, 2, 0)",False
Alaska,2023,% meeting 6,-18.20000000000169,-43.294123985913785,6.894123985910404,"(0, 2, 0)",False
Alaska,2024,% meeting 6,-42.700000000003385,-98.8121670683118,13.412167068305031,"(0, 2, 0)",False
Idaho,2023,% meeting 1,96.56004569187445,96.54914926614693,96.57094211760197,"(3, 0, 3)",False
Idaho,2024,% meeting 1,92.88841416506794,92.86220407697402,92.91462425316186,"(3, 0, 3)",False
Idaho,2023,% meeting 3,57.34032640678101,57.28109734510184,57.39955546846018,"(2, 2, 0)",True
Idaho,2024,% meeting 3,51.172848806445366,50.996750797572766,51.348946815317966,"(2, 2, 0)",True
Idaho,2023,% meeting 6,39.2007246078328,39.11107012363442,39.29037909203117,"(2, 2, 0)",False
Idaho,2024,% meeting 6,25.649961143206323,25.485866374167852,25.814055912244793,"(2, 2, 0)",False
American Samoa,2023,% meeting 1,75.89999999992456,62.698272960033805,89.10172703981532,"(0, 2, 0)",False
American Samoa,2024,% meeting 1,65.29999999988685,35.78004091825071,94.819959081523,"(0, 2, 0)",False
American Samoa,2023,% meeting 3,28.601744742867854,28.594500531440477,28.60898895429523,"(2, 0, 1)",False
American Samoa,2024,% meeting 3,19.99660841027664,19.98625704663887,20.00695977391441,"(2, 0, 1)",False
American Samoa,2023,% meeting 6,-4.824558165895691e-06,-1.1315453642635232e-05,1.6663373108438503e-06,"(0, 0, 0)",True
American Samoa,2024,% meeting 6,-4.824558165895691e-06,-1.1315453642635232e-05,1.6663373108438503e-06,"(0, 0, 0)",True
Arizona,2023,% meeting 1,96.39970788941336,96.39669827067846,96.40271750814827,"(3, 0, 3)",False
Arizona,2024,% meeting 1,96.80010999983662,96.79584718925163,96.80437281042161,"(3, 0, 3)",False
Arizona,2023,% meeting 3,30.024672877720445,29.99925075454204,30.05009500089885,"(3, 0, 2)",False
Arizona,2024,% meeting 3,40.57256210433931,40.54045967337449,40.60466453530413,"(3, 0, 2)",False
Arizona,2023,% meeting 6,53.928695854090066,53.86201526749449,53.99537644068564,"(2, 2, 0)",False
Arizona,2024,% meeting 6,49.80067640667038,49.70679924377155,49.894553569569204,"(2, 2, 0)",False
Arkansas,2023,% meeting 1,95.17420917078505,95.16212657070274,95.18629177086736,"(3, 0, 2)",False
Arkansas,2024,% meeting 1,94.71815674960868,94.70302654638286,94.7332869528345,"(3, 0, 2)",False
Arkansas,2023,% meeting 3,22.653205186911563,22.617359187281945,22.68905118654118,"(2, 2, 0)",False
Arkansas,2024,% meeting 3,30.58199034202466,30.538190883446727,30.625789800602593,"(2, 2, 0)",False
Arkansas,2023,% meeting 6,0.0,,,"(3, 1, 2)",True
Arkansas,2024,% meeting 6,0.0,,,"(3, 1, 2)",True
California,2023,% meeting 1,97.79957434796397,97.79793447650171,97.80121421942623,"(3, 0, 2)",False
California,2024,% meeting 1,97.79986791051276,97.79755835883398,97.80217746219154,"(3, 0, 2)",False
California,2023,% meeting 3,39.87871567749492,39.82955134016922,39.927880014820616,"(2, 2, 0)",False
California,2024,% meeting 3,33.12665299380919,33.077488360727514,33.17581762689086,"(2, 2, 0)",False
California,2023,% meeting 6,62.51604194928572,62.46361527430789,62.56846862426355,"(2, 2, 0)",True
California,2024,% meeting 6,63.12976695016697,63.07646318653228,63.183070713801655,"(2, 2, 0)",True
Colorado,2023,% meeting 1,93.47662720202968,93.47035255616662,93.48290184789273,"(2, 0, 0)",True
Colorado,2024,% meeting 1,95.39506915974705,95.38505731600296,95.40508100349115,"(2, 0, 0)",True
Colorado,2023,% meeting 3,38.09999999999768,26.92828559741052,49.271714402584834,"(0, 2, 0)",True
Colorado,2024,% meeting 3,44.199999999995356,19.21928717059651,69.1807128293942,"(0, 2, 0)",True
Colorado,2023,% meeting 6,24.899999999997828,5.88985980537597,43.910140194619686,"(0, 2, 0)",True
Colorado,2024,% meeting 6,15.299999999995656,-27.207965736980377,57.80796573697169,"(0, 2, 0)",True
Connecticut,2023,% meeting 1,98.04975791148227,98.04870773414007,98.05080808882448,"(3, 0, 3)",False
Connecticut,2024,% meeting 1,97.97519368036501,97.97358993371081,97.9767974270192,"(3, 0, 3)",False
Connecticut,2023,% meeting 3,57.14839899089484,57.06339391428378,57.2334040675059,"(2, 2, 0)",False
Connecticut,2024,% meeting 3,63.96366422382122,63.836737232516576,64.09059121512587,"(2, 2, 0)",False
Connecticut,2023,% meeting 6,44.66046849038083,44.622393122885356,44.6985438578763,"(3, 0, 2)",False
Connecticut,2024,% meeting 6,51.68834343871452,51.58487690514927,51.791809972279765,"(3, 0, 2)",False
Delaware,2023,% meeting 1,97.65408529998277,97.58516221841023,97.7230083815553,"(2, 2, 0)",True
Delaware,2024,% meeting 1,102.62885993050672,102.39892866861203,102.85879119240141,"(2, 2, 0)",True
Delaware,2023,% meeting 3,5.120049120177511,5.097707680703796,5.1423905596512265,"(2, 2, 0)",True
Delaware,2024,% meeting 3,7.268968618066572,7.244469247047837,7.293467989085308,"(2, 2, 0)",True
Delaware,2023,% meeting 6,54.53903034340337,54.39169215802307,54.68636852878367,"(2, 2, 0)",False
Delaware,2024,% meeting 6,66.71523694579511,66.54154433402341,66.88892955756681,"(2, 2, 0)",False
District of Columbia,2023,% meeting 1,97.20044255179955,97.18167136081314,97.21921374278597,"(2, 2, 1)",False
District of Columbia,2024,% meeting 1,96.60148635115063,96.55191425004622,96.65105845225503,"(2, 2, 1)",False
District of Columbia,2023,% meeting 3,19.44972071066048,19.40177840995853,19.497663011362427,"(2, 2, 0)",False
District of Columbia,2024,% meeting 3,23.962444303235916,23.902515330913044,24.022373275558788,"(2, 2, 0)",False
District of Columbia,2023,% meeting 6,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
District of Columbia,2024,% meeting 6,-4.824558165895681e-06,-1.1315453642635249e-05,1.6663373108438867e-06,"(0, 0, 0)",True
Florida,2023,% meeting 1,91.70111900542295,91.65986438092538,91.74237362992052,"(2, 2, 0)",False
Florida,2024,% meeting 1,91.49992371382604,91.45033554579307,91.549511881859,"(2, 2, 0)",False
Florida,2023,% meeting 3,-28.13910729635164,-28.273913452123196,-28.004301140580083,"(2, 2, 0)",False
Florida,2024,% meeting 3,4.62992319163218,4.452124493793048,4.8077218894713125,"(2, 2, 0)",False
Florida,2023,% meeting 6,19.63994254714769,19.58929166078099,19.69059343351439,"(2, 2, 0)",False
Florida,2024,% meeting 6,9.475559771728612,9.29605485624896,9.655064687208265,"(2, 2, 0)",False
Georgia,2023,% meeting 1,94.40097690394215,94.39743828072966,94.40451552715464,"(3, 0, 2)",False
Georgia,2024,% meeting 1,95.29982676628839,95.29584497220651,95.30380856037027,"(3, 0, 2)",False
Georgia,2023,% meeting 3,20.88592881714947,20.880483768709826,20.891373865589113,"(3, 0, 2)",True
Georgia,2024,% meeting 3,22.408913547478726,22.390237433164717,22.427589661792734,"(3, 0, 2)",True
Georgia,2023,% meeting 6,51.5305895575084,51.47752931747296,51.58364979754384,"(2, 2, 0)",False
Georgia,2024,% meeting 6,58.35411143394572,58.28673308503288,58.42148978285856,"(2, 2, 0)",False
Guam,2023,% meeting 1,90.12122917638094,86.09364150105,94.14881685171187,"(1, 2, 0)",False
Guam,2024,% meeting 1,85.90966081736661,79.82294010783164,91.99638152690159,"(1, 2, 0)",False
Guam,2023,% meeting 3,2.800000000017742,-21.292124928358092,26.892124928393578,"(0, 2, 0)",True
Guam,2024,% meeting 3,4.200000000035483,-49.67162906226943,58.07162906234039,"(0, 2, 0)",True
Guam,2023,% meeting 6,0.1333610564756995,,,"(3, 1, 1)",False
Guam,2024,% meeting 6,39.59237203510874,,,"(3, 1, 1)",False
Hawaii,2023,% meeting 1,96.96661406755352,96.96319111590157,96.97003701920548,"(3, 0, 2)",False
Hawaii,2024,% meeting 1,97.22226679832997,97.21663443970785,97.22789915695209,"(3, 0, 2)",False
Hawaii,2023,% meeting 3,71.43327675401387,71.33612933153121,71.53042417649654,"(2, 2, 0)",False
Hawaii,2024,% meeting 3,81.65675613983807,81.5418592173655,81.77165306231063,"(2, 2, 0)",False
Hawaii,2023,% meeting 6,18.085932024570724,15.960711041164451,20.211153007976996,"(2, 2, 0)",True
Hawaii,2024,% meeting 6,26.518808587378693,21.848294712590324,31.189322462167063,"(2, 2, 0)",True
Illinois,2023,% meeting 1,96.01791280056571,96.01461686872513,96.0212087324063,"(3, 0, 2)",False
Illinois,2024,% meeting 1,96.53520222934101,96.52600615066622,96.5443983080158,"(3, 0, 2)",False
Illinois,2023,% meeting 3,0.0,,,"(3, 1, 3)",False
Illinois,2024,% meeting 3,0.0,,,"(3, 1, 3)",False
Illinois,2023,% meeting 6,47.799821494262076,47.7470210913755,47.85262189714865,"(3, 1, 0)",False
Illinois,2024,% meeting 6,42.89997832395094,42.825307630528435,42.974649017373444,"(3, 1, 0)",False
Indiana,2023,% meeting 1,95.49969725963193,95.4988423544482,95.50055216481566,"(3, 0, 3)",False
Indiana,2024,% meeting 1,95.99984103153761,95.99878976749706,96.00089229557817,"(3, 0, 3)",False
Indiana,2023,% meeting 3,66.33867754369555,66.30372612479636,66.37362896259475,"(2, 2, 0)",False
Indiana,2024,% meeting 3,66.64807165889965,66.5894378833996,66.70670543439971,"(2, 2, 0)",False
Indiana,2023,% meeting 6,46.68895030675792,46.66351266213725,46.71438795137858,"(3, 0, 3)",False
Indiana,2024,% meeting 6,45.59555622021569,45.540318306512575,45.65079413391881,"(3, 0, 3)",False
Iowa,2023,% meeting 1,95.99967866041727,95.99490344585979,96.00445387497476,"(3, 0, 2)",False
Iowa,2024,% meeting 1,96.00047566111392,95.98952356246753,96.01142775976032,"(3, 0, 2)",False
