State,Year,Metric,Forecasted_Value,CI_Lower,CI_Upper,ARIMA_Params,Is_Stationary
Iowa,2023,% meeting 3,39.55791634314795,39.47575425073909,39.640078435556816,"(2, 2, 0)",False
Iowa,2024,% meeting 3,33.15370959608841,32.945739314588614,33.36167987758821,"(2, 2, 0)",False
Iowa,2023,% meeting 6,24.744213015863224,24.63894251659783,24.849483515128618,"(2, 2, 0)",False
Iowa,2024,% meeting 6,27.696850220009146,27.54322778433721,27.850472655681084,"(2, 2, 0)",False
Kansas,2023,% meeting 1,98.15779597715101,98.14012093960959,98.17547101469243,"(3, 0, 0)",True
Kansas,2024,% meeting 1,95.66233977847128,95.60798993276961,95.71668962417294,"(3, 0, 0)",True
Kansas,2023,% meeting 3,31.500000000008338,2.856647985925356,60.14335201409132,"(0, 2, 0)",False
Kansas,2024,% meeting 3,14.400000000016682,-49.648482206920825,78.4484822069542,"(0, 2, 0)",False
Kansas,2023,% meeting 6,39.59995296872229,39.5527560188892,39.647149918555385,"(2, 2, 0)",False
Kansas,2024,% meeting 6,50.802878225924076,50.75566655403691,50.850089897811245,"(2, 2, 0)",False
Kentucky,2023,% meeting 1,92.5242887992951,92.49214327986805,92.55643431872217,"(3, 1, 0)",False
Kentucky,2024,% meeting 1,94.69426275351452,94.65012685182177,94.73839865520728,"(3, 1, 0)",False
Kentucky,2023,% meeting 3,56.0125381266102,55.944381530153464,56.08069472306694,"(2, 2, 0)",False
Kentucky,2024,% meeting 3,65.06067856865785,64.98220621077162,65.13915092654408,"(2, 2, 0)",False
Kentucky,2023,% meeting 6,2.4054701883805336,2.3272666638882455,2.4836737128728217,"(2, 2, 0)",True
Kentucky,2024,% meeting 6,-16.315505743608522,-16.39598395895413,-16.235027528262915,"(2, 2, 0)",True
Louisiana,2023,% meeting 1,95.34317530200715,95.32569641700398,95.36065418701033,"(3, 0, 1)",False
Louisiana,2024,% meeting 1,95.94901363661091,95.90119252449809,95.99683474872374,"(3, 0, 1)",False
Louisiana,2023,% meeting 3,65.73519578735468,18.121338472647174,113.34905310206219,"(1, 2, 0)",False
Louisiana,2024,% meeting 3,85.89347713468112,14.34519701080309,157.44175725855916,"(1, 2, 0)",False
Louisiana,2023,% meeting 6,35.54787828055636,35.478076169221495,35.61768039189123,"(2, 2, 0)",True
Louisiana,2024,% meeting 6,41.115195221187875,41.04479996971931,41.18559047265644,"(2, 2, 0)",True
Maine,2023,% meeting 1,95.06004249180845,95.0540834025625,95.0660015810544,"(3, 0, 2)",False
Maine,2024,% meeting 1,95.55620506976177,95.5501202742335,95.56228986529004,"(3, 0, 2)",False
Maine,2023,% meeting 3,87.29999999996319,75.95647538893121,98.64352461099517,"(0, 2, 0)",False
Maine,2024,% meeting 3,100.79999999992638,75.43510786520241,126.16489213465036,"(0, 2, 0)",False
Maine,2023,% meeting 6,57.65044618275161,57.55359382410213,57.747298541401086,"(2, 2, 0)",False
Maine,2024,% meeting 6,80.9157246569923,80.78540116762366,81.04604814636093,"(2, 2, 0)",False
Maryland,2023,% meeting 1,97.38014316110475,97.37634940239732,97.38393691981219,"(3, 0, 1)",False
Maryland,2024,% meeting 1,97.10792558120949,97.10222785780753,97.11362330461144,"(3, 0, 1)",False
Maryland,2023,% meeting 3,17.4816381994126,17.38904776369611,17.574228635129092,"(2, 2, 0)",False
Maryland,2024,% meeting 3,17.684751685320514,17.573008004576906,17.79649536606412,"(2, 2, 0)",False
Maryland,2023,% meeting 6,90.79999999999883,50.222633598807164,131.3773664011905,"(0, 2, 0)",False
Maryland,2024,% meeting 6,115.79999999999767,25.066250379018186,206.53374962097715,"(0, 2, 0)",False
Massachusetts,2023,% meeting 1,98.0003578715782,97.99786999739283,98.00284574576358,"(3, 0, 3)",False
Massachusetts,2024,% meeting 1,97.89992919604852,97.8964621897616,97.90339620233543,"(3, 0, 3)",False
Massachusetts,2023,% meeting 3,71.17009058498351,71.08959227123863,71.2505888987284,"(2, 2, 0)",True
Massachusetts,2024,% meeting 3,72.96171067131563,72.87354629280952,73.04987504982174,"(2, 2, 0)",True
Massachusetts,2023,% meeting 6,58.83918379423288,58.789452371622275,58.888915216843486,"(2, 2, 0)",False
Massachusetts,2024,% meeting 6,55.73548052121269,55.6817839847809,55.78917705764449,"(2, 2, 0)",False
Michigan,2023,% meeting 1,95.89771842080077,95.89306035475359,95.90237648684796,"(3, 0, 3)",False
Michigan,2024,% meeting 1,95.80107359336282,95.79399037100674,95.80815681571889,"(3, 0, 3)",False
Michigan,2023,% meeting 3,26.58647769980184,26.52525402254461,26.64770137705907,"(2, 2, 0)",False
Michigan,2024,% meeting 3,34.4915286432754,34.40688990879506,34.576167377755745,"(2, 2, 0)",False
Michigan,2023,% meeting 6,43.939777444676835,43.871489012217694,44.00806587713598,"(2, 2, 0)",False
Michigan,2024,% meeting 6,54.18896928215157,54.09979859669624,54.2781399676069,"(2, 2, 0)",False
Micronesia,2023,% meeting 1,80.29938979965667,80.29794054507462,80.30083905423871,"(2, 0, 1)",False
Micronesia,2024,% meeting 1,86.39911933031915,86.3973442943358,86.40089436630251,"(2, 0, 1)",False
Micronesia,2023,% meeting 3,1.6073505893067903,1.5462959960954108,1.6684051825181698,"(3, 0, 1)",False
Micronesia,2024,% meeting 3,99.99966581174479,99.91336960897928,100.0859620145103,"(3, 0, 1)",False
Micronesia,2023,% meeting 6,0.011299776684808194,-0.0930077084345054,0.11560726180412179,"(2, 1, 0)",False
Micronesia,2024,% meeting 6,99.99995019590469,99.89564271011679,100.10425768169259,"(2, 1, 0)",False
Minnesota,2023,% meeting 1,94.30001488341723,94.2932571055128,94.30677266132167,"(3, 2, 1)",False
Minnesota,2024,% meeting 1,94.39998484201905,94.39045311261711,94.409516571421,"(3, 2, 1)",False
Minnesota,2023,% meeting 3,45.64835967899093,45.61854856961288,45.67817078836898,"(3, 0, 2)",False
Minnesota,2024,% meeting 3,46.238974304389494,46.16329949555101,46.31464911322798,"(3, 0, 2)",False
Minnesota,2023,% meeting 6,28.544758431526773,28.42335563893128,28.666161224122266,"(2, 2, 0)",False
Minnesota,2024,% meeting 6,45.28447015320697,45.11610834128753,45.45283196512641,"(2, 2, 0)",False
Wyoming,2023,% meeting 1,97.99808342194055,97.98876642523602,98.00740041864508,"(3, 0, 0)",False
Wyoming,2024,% meeting 1,97.80030494800684,97.79080987422626,97.80980002178742,"(3, 0, 0)",False
Wyoming,2023,% meeting 3,0.0,,,"(3, 1, 0)",False
Wyoming,2024,% meeting 3,0.0,,,"(3, 1, 0)",False
Wyoming,2023,% meeting 6,70.6087345095582,70.58939864535388,70.62807037376253,"(3, 2, 0)",True
Wyoming,2024,% meeting 6,52.43746490248456,52.416092884695566,52.45883692027355,"(3, 2, 0)",True
