State,Metric,ARIMA_Params,AIC,BIC,LogLikelihood,NumObs,InSample_MAE,InSample_RMSE,InSample_MAPE,Is_Stationary
Maine,% meeting 6,"(2, 2, 0)",19.96999992284635,17.265836788850677,-6.984999961423175,5,22.524552546179464,29.354513348121515,41.68309029457827,False
Maryland,% meeting 1,"(3, 0, 1)",-8.1896981228963,-10.533070648291698,10.09484906144815,5,0.1073734779682752,0.157249233039361,0.11050767321743432,False
Maryland,% meeting 3,"(2, 2, 0)",15.498459535513625,12.794296401517954,-4.7492297677568125,5,19.30634539303637,27.249939203161446,40.21305619134817,False
Maryland,% meeting 6,"(0, 2, 0)",28.695366766491738,27.79397905515985,-13.347683383245869,5,26.40123415854735,33.306152358844216,45.60590743971928,False
Massachusetts,% meeting 1,"(3, 0, 3)",-6.893251062580841,-10.017747763108039,11.44662553129042,5,0.10262656284942295,0.13978703527213338,0.10503778597170832,False
Massachusetts,% meeting 3,"(2, 2, 0)",15.593479605393041,12.88931647139737,-4.7967398026965204,5,25.087889075999943,37.6148478889368,33.67746947208045,True
Massachusetts,% meeting 6,"(2, 2, 0)",11.245332610796154,8.541169476800484,-2.622666305398077,5,21.939134279551265,34.04609939996537,33.43792038683485,False
Michigan,% meeting 1,"(3, 0, 3)",3.7991791602035203,0.6746824596763226,6.10041041989824,5,0.31211227107357614,0.42899193995580653,0.32762252443222734,False
Michigan,% meeting 3,"(2, 2, 0)",15.506188284696524,12.802025150700853,-4.753094142348262,5,9.635770499863568,12.166197090732883,40.35477172702401,False
Michigan,% meeting 6,"(2, 2, 0)",15.808627539497937,13.104464405502267,-4.904313769748969,5,14.290236698617367,19.777524743992235,36.283518140753934,False
Micronesia,% meeting 1,"(2, 0, 1)",-2.892119939719569,-5.960648134120116,6.4460599698597845,4,1.5252066908120874,2.8338533063396674,1.8894652565398815,False
Micronesia,% meeting 3,"(3, 0, 1)",24.41389086529704,20.731657032016383,-6.20694543264852,4,20.77153999104498,29.866359463547315,inf,False
Micronesia,% meeting 6,"(2, 1, 0)",25.369886401688294,22.665723267692623,-9.684943200844147,4,25.002812810988686,50.000000316476225,inf,False
Minnesota,% meeting 1,"(3, 2, 1)",3.3840725815921173,-1.1228659750673335,3.3079637092039413,5,29.100002397985627,48.181095856608124,30.293198451588044,False
Minnesota,% meeting 3,"(3, 0, 2)",17.27993774294407,14.546003129982775,-1.639968871472036,5,1.5408204062653126,2.1956597470250565,3.6088055338243623,False
Minnesota,% meeting 6,"(2, 2, 0)",20.921183525382318,18.217020391386647,-7.460591762691159,5,19.38723814609401,23.408073740026218,56.81249660761033,False
Wyoming,% meeting 1,"(3, 0, 0)",-5.9746512598307095,-7.927461697660208,7.987325629915355,5,0.15546480215329836,0.21047012667346132,0.15912010441318414,False
Wyoming,% meeting 3,"(3, 1, 0)",8.0,5.545177444479562,0.0,5,72.46000000000001,72.69766158550081,100.0,False
Wyoming,% meeting 6,"(3, 2, 0)",24.071984085885838,20.466433240558278,-8.035992042942919,5,32.05727833123302,40.09868750734672,47.673488323844694,True
